artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),type
['Charles Mingus'],[9680],0.396,0.248,0.32,89.656,-14.459,0,2,0.817,0.00443,0.1,0.0481,0,619840,10,1962,1962,Los Mariachis - ******* Master Takes,Jazz
['Charles Mingus'],[9680],0.363,0.0453,0.068,144.759,-21.676,1,4,0.736,0.0472,0.138,0.041,0,335227,9,1962,1962,Flamingo - ******* Master Takes,Jazz
['Charles Mingus'],[9680],0.463,0.106,0.271,125.205,-18.92,1,6,0.979,0.92,0.112,0.0474,0,289706,13,1962,1962,Invisible Lady,Jazz
['Charles Mingus'],[9680],0.466,0.24,0.347,107.527,-12.573,1,8,0.864,0.277,0.148,0.0355,0,586893,12,1962,1962,Peggy's **** Skylight,Jazz
['Charles Mingus'],[9680],0.294,0.587,0.277,98.024,-10.097,1,8,0.855,0.645,0.127,0.0458,0,574427,24,1972,2/1/1972,The Shoes of the *********** Wife Are **** Jive **** Slippers,Jazz
['Charles Mingus'],[9680],0.63,0.323,0.499,109.795,-16.132,0,7,0.278,0.0388,0.16,0.0537,0,344625,9,1957,1957,Fifty-First Street *****,Jazz
['Charles Mingus'],[9680],0.455,0.409,0.758,123.222,-15.078,0,5,0.183,1.03e-05,0.111,0.0424,0,510120,9,1959,1959,Better Git It In Your Soul - Alternate,Jazz
['Charles Mingus'],[9680],0.447,0.275,0.387,102.112,-18.804,1,8,0.486,0.0091,0.119,0.0403,0,248227,10,1959,1959,**** Of My Dreams,Jazz
['Charles Mingus'],[9680],0.481,0.416,0.601,77.412,-16.859,1,8,0.606,0.00136,0.22,0.0713,0,407627,9,1959,1959,Song with Orange,Jazz
['Charles Mingus'],[9680],0.345,0.227,0.195,74.129,-17.122,0,5,0.613,0.681,0.835,0.11,0,844733,9,1960,1960,What Love? - Live Version,Jazz
['Charles Mingus'],[9680],0.546,0.551,0.55,115.118,-13.98,1,7,0.453,3.53e-05,0.77,0.0914,0,847067,9,1960,1960,I'll Remember April - Live Version,Jazz
['Charles Mingus'],[9680],0.387,0.245,0.224,79.764,-13.86,1,1,0.893,0.0233,0.157,0.0465,0,584920,7,1961,1961,******** of a Woman Loved,Jazz
['Charles Mingus'],[9680],0.466,0.24,0.347,107.527,-12.573,1,8,0.864,0.277,0.148,0.0355,0,586893,7,1961,1961,Peggy's **** Skylight,Jazz
['Charles Mingus'],[9680],0.462,0.288,0.371,127.509,-14.81,0,10,0.782,0.706,0.103,0.041,0,475533,10,1962,1962,Old ***** for Walt's Torin,Jazz
['Charles Mingus'],[9680],0.402,0.144,0.164,85.48,-23.288,0,5,0.332,0.0672,0.277,0.0545,0,492760,10,1959,1959,Mood Indigo,Jazz
['Charles Mingus'],[9680],0.416,0.169,0.177,89.374,-21.752,0,5,0.331,0.0752,0.316,0.0523,0,492040,9,1959,1959,Mood Indigo,Jazz
['Charles Mingus'],[9680],0.504,0.451,0.435,141.325,-15.913,1,2,0.314,1.16e-05,0.11,0.0686,0,278307,10,1959,1959,GG Train,Jazz
['Charles Mingus'],[9680],0.447,0.391,0.555,165.011,-17.08,0,5,0.144,0.0,0.277,0.163,0,455400,9,1959,1959,Things Ain't What They Used to Be,Jazz
['Charles Mingus'],[9680],0.488,0.32,0.756,92.482,-15.319,0,5,0.798,0.0,0.692,0.0401,0,413267,28,1955,1955,Jump Monk,Jazz
['Charles Mingus'],[9680],0.504,0.224,0.302,75.499,-15.824,0,7,0.815,0.0872,0.0922,0.0393,0,721600,40,1957,1957,Haitian Fight Song,Jazz
['Charles Mingus'],[9680],0.356,0.0937,0.278,86.669,-16.64,0,8,0.957,0.096,0.209,0.0353,0,342373,59,1959,1959,Goodbye Pork Pie Hat,Jazz
['Charles Mingus'],[9680],0.457,0.548,0.76,88.8,-12.486,0,5,0.111,0.00016,0.103,0.0551,0,440840,50,1959,1959,Better Git It in Your Soul,Jazz
['Charles Mingus'],[9680],0.488,0.476,0.583,110.951,-10.316,0,5,0.438,0.000279,0.11,0.0497,0,482960,47,1960,1960-03,Moanin',Jazz
['Charles Mingus'],[9680],0.441,0.179,0.104,132.748,-17.097,0,10,0.992,0.904,0.084,0.0424,0,458267,42,1963,1963,Myself When I Am Real,Jazz
['Charles Mingus'],[9680],0.574,0.0729,0.367,122.75,-25.312,0,5,0.881,0.0402,0.693,0.0542,0,386293,22,1955,1955,Work Song - Live,Jazz
['Charles Mingus'],[9680],0.518,0.159,0.351,63.841,-16.645,0,5,0.457,0.0724,0.175,0.06,0,492760,41,1959,1959,Fables of Faubus,Jazz
['Charles Mingus'],[9680],0.574,0.541,0.679,129.335,-12.369,0,10,0.387,0.00183,0.301,0.0566,0,298960,40,1959,1959,Boogie Stop Shuffle,Jazz
['Charles Mingus'],[9680],0.426,0.528,0.695,106.13,-10.634,1,0,0.571,0.247,0.096,0.0574,0,288667,43,1963,1963,II B.S. - Edit,Jazz
['Charles Mingus'],[9680],0.404,0.151,0.281,88.933,-13.074,1,10,0.973,0.015,0.354,0.0332,0,186813,8,1949,1949,Weird *********,Jazz
['Charles Mingus'],[9680],0.278,0.25,0.228,78.514,-10.529,0,7,0.757,0.00363,0.157,0.0312,0,188253,30,1956,1956,Profile of ******,Jazz
['Charles Mingus'],[9680],0.258,0.0919,0.182,177.289,-16.015,0,7,0.963,0.356,0.0916,0.0322,0,187867,35,1959,1959,Self-Portrait in ***** Colors,Jazz
['Charles Mingus'],[9680],0.224,0.0937,0.0998,168.418,-15.641,1,10,0.98,0.784,0.107,0.0343,0,186707,34,1959,1959,Self-Portrait In ***** Colours,Jazz
['Charles Mingus'],[9680],0.484,0.47,0.188,107.794,-13.111,0,10,0.58,0.0751,0.343,0.0679,0,349027,33,1959,1959,Open Letter To Duke,Jazz
['Charles Mingus'],[9680],0.291,0.103,0.224,77.544,-17.985,0,8,0.959,0.0573,0.14,0.0347,0,287800,31,1959,1959,Goodbye Pork Pie Hat,Jazz
['Charles Mingus'],[9680],0.364,0.47,0.486,86.9,-13.051,0,5,0.687,0.00254,0.0849,0.073,0,342480,30,1960,1960-03,Wednesday ***** Prayer Meeting,Jazz
['Charles Mingus'],[9680],0.177,0.622,0.431,204.322,-8.565,0,5,0.0253,3.55e-05,0.0419,0.058,0,398733,40,1963,1963,Track A- Solo Dancer,Jazz
['Charles Mingus'],[9680],0.23,0.572,0.252,64.383,-8.746,1,1,0.258,3.81e-06,0.163,0.0494,0,405267,35,1963,1963,Track B- Duete Solo Dancers,Jazz
['Charles Mingus'],[9680],0.603,0.275,0.903,182.346,-16.567,1,3,0.839,0.00286,0.464,0.153,0,170360,7,1949,1949,The Texas Hop,Jazz
['Charles Mingus'],[9680],0.298,0.243,0.096,76.873,-10.564,0,5,0.962,0.957,0.318,0.0291,0,174587,7,1949,1949,This Subdues My *******,Jazz
['Charles Mingus'],[9680],0.457,0.226,0.473,73.888,-15.602,0,5,0.702,0.0118,0.12,0.0543,0,637133,26,1956,1956,Pithecanthropus *******,Jazz
['Charles Mingus'],[9680],0.505,0.494,0.438,141.278,-14.407,1,2,0.253,6.15e-06,0.111,0.0762,0,277400,30,1959,1959,GG Train,Jazz
['Charles Mingus'],[9680],0.658,0.176,0.521,123.926,-17.306,1,8,0.471,0.000523,0.0784,0.0544,0,375000,31,1959,1959,Jelly Roll,Jazz
['Charles Mingus'],[9680],0.485,0.481,0.662,151.775,-13.403,1,1,0.281,5.97e-05,0.406,0.0934,0,377533,30,1959,1959,Bird *****,Jazz
['Charles Mingus'],[9680],0.523,0.105,0.285,68.463,-19.272,1,8,0.81,0.202,0.108,0.0686,0,552827,30,1959,1959,**** Cat Dues,Jazz
['Charles Mingus'],[9680],0.453,0.3,0.405,105.37,-17.296,1,8,0.448,0.00479,0.135,0.0399,0,247733,29,1959,1959,**** Of My Dreams,Jazz
['Charles Mingus'],[9680],0.397,0.742,0.681,88.352,-10.302,1,10,0.214,0.00793,0.103,0.0557,0,443293,28,1959,1959,Better Get Hit In Your Soul - ************,Jazz
['Charles Mingus'],[9680],0.388,0.349,0.701,205.758,-19.032,0,5,0.357,0.00026,0.209,0.067,0,388040,28,1959,1959,Pedal Point *****,Jazz
['Charles Mingus'],[9680],0.548,0.236,0.491,126.759,-15.493,0,5,0.879,0.444,0.145,0.228,0,561627,26,1960,1960,Original Faubus Fables,Jazz
['Charles Mingus'],[9680],0.593,0.205,0.577,61.579,-18.641,1,8,0.794,4.61e-05,0.132,0.115,0,407520,27,1960,1960-03,My Jelly Roll Soul,Jazz
['Charles Mingus'],[9680],0.518,0.0804,0.318,133.691,-20.904,1,8,0.752,0.0721,0.0935,0.0434,0,303307,26,1960,1960-03,Cryin' *****,Jazz
['Charles Mingus'],[9680],0.56,0.276,0.471,110.085,-17.947,1,8,0.625,0.00539,0.106,0.0628,0,392067,26,1960,1960-03,Tensions,Jazz
['Charles Mingus'],[9680],0.426,0.549,0.378,113.604,-8.282,1,3,0.77,0.00728,0.138,0.0642,0,310333,36,1963,1963,Freedom,Jazz
['Charles Mingus'],[9680],0.336,0.466,0.209,116.594,-8.979,0,5,0.249,0.16,0.0758,0.0368,0,442227,34,1963,1963,Track C-Group Dancers,Jazz
['Charles Mingus'],[9680],0.348,0.107,0.115,58.801,-22.793,0,0,0.933,0.887,0.1,0.0306,0,285933,32,1963,1963,Mood Indigo,Jazz
['Charles Mingus'],[9680],0.656,0.195,0.624,96.39,-18.782,1,10,0.948,0.909,0.105,0.0641,0,182867,5,1949,1949,Mingus Fingers,Jazz
['Charles Mingus'],[9680],0.458,0.271,0.76,177.566,-14.832,1,0,0.862,0.503,0.344,0.113,0,187320,6,1949,1949,Swingin' An Echo,Jazz
['Charles Mingus'],[9680],0.224,0.244,0.0795,140.083,-13.886,1,5,0.973,0.629,0.107,0.0344,0,212787,5,1949,1949,He's Gone,Jazz
['Charles Mingus'],[9680],0.534,0.311,0.734,174.717,-12.621,0,7,0.795,0.935,0.145,0.0537,0,177160,5,1949,1949,Shuffle **** Boogie,Jazz
['Charles Mingus'],[9680],0.503,0.225,0.532,119.615,-11.991,1,5,0.933,0.000868,0.143,0.0425,0,163987,5,1949,1949,Make Believe,Jazz
['Charles Mingus'],[9680],0.418,0.159,0.199,69.673,-16.841,1,10,0.982,0.938,0.157,0.0359,0,198653,4,1949,1949,Pipe Dream,Jazz
['Charles Mingus'],[9680],0.464,0.106,0.526,103.987,-23.237,0,7,0.983,0.893,0.214,0.0388,0,199147,4,1949,1949,These Foolish Things - Remind Me of You,Jazz
['Charles Mingus'],[9680],0.471,0.128,0.592,144.626,-20.449,0,2,0.911,0.00995,0.118,0.0457,0,184093,4,1953,1953,Pink Topsy,Jazz
['Charles Mingus'],[9680],0.438,0.208,0.619,177.741,-18.619,1,8,0.858,0.0163,0.682,0.0429,0,415333,13,1955,1955,All The Things You Can C#,Jazz
['Charles Mingus'],[9680],0.528,0.326,0.332,90.009,-10.07,0,7,0.783,0.000804,0.136,0.033,0,470213,23,1956,1956,A Foggy Day,Jazz
['Charles Mingus'],[9680],0.417,0.165,0.317,91.569,-19.553,0,7,0.624,0.00015,0.106,0.0339,0,894733,21,1956,1956,Love Chant,Jazz
['Charles Mingus'],[9680],0.505,0.268,0.47,78.088,-12.631,1,2,0.878,0.0102,0.169,0.0422,0,512106,24,1957,1957,Reincarnation of a Lovebird,Jazz
['Charles Mingus'],[9680],0.437,0.333,0.42,167.36,-15.057,0,2,0.86,0.00687,0.106,0.0402,0,471827,26,1957,1957,**** Cee,Jazz
['Charles Mingus'],[9680],0.483,0.657,0.488,128.828,-10.035,0,1,0.376,0.00701,0.366,0.0687,0,222907,26,1959,1959,Boogie Stop Shuffle,Jazz
['Charles Mingus'],[9680],0.518,0.344,0.312,123.456,-14.201,0,5,0.562,0.00245,0.174,0.0409,0,495800,25,1959,1959,Fables Of Faubus,Jazz
['Charles Mingus'],[9680],0.435,0.555,0.185,107.946,-10.732,1,2,0.587,0.0803,0.263,0.069,0,297093,25,1959,1959,Open Letter to Duke,Jazz
['Charles Mingus'],[9680],0.382,0.476,0.658,147.003,-14.27,1,1,0.644,1.01e-06,0.119,0.0875,0,402240,25,1960,1960-03,E's Flat Ah's Flat Too,Jazz
['Charles Mingus'],[9680],0.304,0.519,0.294,101.289,-8.825,1,8,0.21,0.00187,0.221,0.0359,0,1119400,31,1963,1963,Medley: Mode D-Trio and Group Dancers/Mode E- Single solos and Group Dance/ModeF-Group and Solo Dance,Jazz
['Charles Mingus'],[9680],0.604,0.175,0.594,103.905,-12.562,1,8,0.964,0.0142,0.42,0.0458,0,176440,5,1949,1949,Ain't Jivin' *****,Jazz
['Charles Mingus'],[9680],0.391,0.114,0.304,133.918,-16.536,1,8,0.907,0.00409,0.161,0.0369,0,190773,5,1949,1949,******** Woman *****,Jazz
['Charles Mingus'],[9680],0.485,0.119,0.153,112.32,-28.091,1,8,0.516,0.832,0.702,0.075,0,516427,13,1955,1955,Percussion Discussion,Jazz
['Charles Mingus'],[9680],0.376,0.105,0.306,80.583,-20.182,0,5,0.912,0.00372,0.456,0.0364,0,362467,14,1955,1955,******** In ****,Jazz
['Charles Mingus'],[9680],0.439,0.609,0.601,71.411,-10.571,1,2,0.387,0.0,0.614,0.112,0,194267,24,1959,1959,Bird *****,Jazz
['Charles Mingus'],[9680],0.396,0.0765,0.235,100.82,-18.128,0,1,0.958,0.164,0.213,0.038,0,342987,23,1959,1959,Goodbye Pork Pie Hat,Jazz
['Charles Mingus'],[9680],0.54,0.191,0.219,67.416,-15.929,1,8,0.867,0.0399,0.112,0.0385,0,390200,23,1959,1959,**** Cat Dues,Jazz
['Charles Mingus'],[9680],0.589,0.336,0.523,126.205,-12.387,1,8,0.693,1.1e-06,0.206,0.0359,0,242707,23,1959,1959,Jelly Roll,Jazz
['Charles Mingus'],[9680],0.388,0.204,0.132,125.153,-10.927,1,0,0.907,0.122,0.112,0.0343,0,351200,29,1963,1963,Theme For Lester Young,Jazz
['Charles Mingus'],[9680],0.468,0.126,0.159,93.648,-19.087,1,0,0.991,0.89,0.127,0.0419,0,223733,23,1963,1963,I Can't Get Started,Jazz
['Charles Mingus'],[9680],0.269,0.486,0.233,91.575,-9.931,1,1,0.251,0.0565,0.299,0.0375,0,374800,27,1963,1963,Celia,Jazz
['Charles Mingus'],[9680],0.263,0.22,0.122,123.617,-12.756,1,2,0.641,0.296,0.129,0.0335,0,461093,27,1963,1963,I X Love - Long Version,Jazz
['Charles Mingus'],[9680],0.354,0.142,0.365,69.527,-20.517,1,1,0.993,0.92,0.131,0.047,0,271800,22,1963,1963,Body And Soul,Jazz
['Charles Mingus'],[9680],0.439,0.173,0.706,178.317,-19.632,0,7,0.962,0.929,0.132,0.0645,0,158013,6,1949,1949,Lyon's Roar,Jazz
['Charles Mingus'],[9680],0.183,0.128,0.0782,70.48,-21.002,0,5,0.969,0.801,0.113,0.035,0,189400,3,1953,1953,**** Tide,Jazz
['Charles Mingus'],[9680],0.465,0.383,0.633,104.409,-11.926,0,5,0.749,0.241,0.339,0.0365,0,492613,9,1955,1/1/1955,What Is This Thing ****** Love - **** - Remaster,Jazz
['Charles Mingus'],[9680],0.38,0.0491,0.171,153.772,-26.623,1,3,0.933,0.0054,0.67,0.0378,0,424267,12,1955,1955,Septemberly,Jazz
['Charles Mingus'],[9680],0.428,0.348,0.454,76.632,-12.476,0,5,0.951,0.0583,0.111,0.101,0,729040,22,1957,1957,The Clown,Jazz
['Charles Mingus'],[9680],0.616,0.137,0.376,62.948,-18.195,1,8,0.478,0.115,0.193,0.0598,0,493213,20,1959,1959,Fables of Faubus,Jazz
['Charles Mingus'],[9680],0.251,0.496,0.564,86.627,-10.793,0,0,0.116,0.00569,0.0872,0.0416,0,442960,23,1962,1962,Hog ******* *****,Jazz
['Charles Mingus'],[9680],0.332,0.188,0.345,68.019,-17.662,1,0,0.882,0.00593,0.0921,0.0437,0,585507,22,1962,1962,Devil Woman,Jazz
['Charles Mingus'],[9680],0.391,0.732,0.752,116.675,-7.777,1,1,0.34,0.175,0.0983,0.0702,0,283160,24,1963,1963,Hora Decubitus,Jazz
['Charles Mingus'],[9680],0.195,0.089,0.0404,174.486,-22.651,1,8,0.912,0.0112,0.11,0.0409,0,179067,3,1953,1953,Eclipse - Alternate Take,Jazz
['Charles Mingus'],[9680],0.434,0.456,0.507,127.403,-12.454,0,5,0.677,0.0149,0.1,0.0666,0,338640,21,1960,1960-03,Wednesday ***** Prayer Meeting - Alternative Take,Jazz
['Charles Mingus'],[9680],0.461,0.425,0.427,92.746,-11.063,1,3,0.777,0.553,0.109,0.0536,0,319933,19,1960,1960-03,Tensions - Alternative; Version,Jazz
['Charles Mingus'],[9680],0.369,0.566,0.651,99.718,-8.904,0,0,0.168,0.000947,0.0909,0.0406,0,390907,24,1963,1963,Better Get Hit In Yo' Soul - Long Version,Jazz
['Charles Mingus'],[9680],0.558,0.0972,0.213,77.02,-18.411,1,1,0.992,0.624,0.347,0.077,0,278573,20,1963,1963,Memories Of You,Jazz
['Charles Mingus'],[9680],0.437,0.146,0.286,72.262,-15.526,0,10,0.983,0.878,0.106,0.0483,0,160640,19,1963,1963,Roland Kirk's Message,Jazz
['Charles Mingus'],[9680],0.582,0.0994,0.219,79.111,-19.713,1,8,0.992,0.866,0.0979,0.0483,0,226533,18,1963,1963,I'm Getting Sentimental Over You,Jazz
['Charles Mingus'],[9680],0.261,0.748,0.298,164.909,-10.594,1,5,0.842,0.782,0.0611,0.0666,0,174933,3,1949,1949,Story of Love,Jazz
['Charles Mingus'],[9680],0.459,0.161,0.487,145.983,-17.677,1,5,0.924,0.0081,0.126,0.0333,0,220533,3,1953,1953,Pink Topsy - Alternate Take,Jazz
['Charles Mingus'],[9680],0.381,0.342,0.673,93.027,-17.735,0,0,0.805,0.00337,0.588,0.0405,0,712933,10,1955,1955,Jump Monk - Alternate Take - Live,Jazz
['Charles Mingus'],[9680],0.612,0.374,0.612,117.251,-11.983,1,8,0.798,0.0132,0.0829,0.0919,0,687133,18,1960,1960-03,My Jelly Roll Soul - Alternative; Version,Jazz
['Charles Mingus'],[9680],0.456,0.145,0.375,111.764,-18.659,1,1,0.993,0.919,0.303,0.0441,0,188493,18,1963,1963,***** Just Miss Popular Hybrid,Jazz
['Charles Mingus'],[9680],0.541,0.0938,0.152,63.274,-17.879,1,1,0.992,0.894,0.0892,0.0437,0,228267,18,1963,1963,Old Portrait,Jazz
['Charles Mingus'],[9680],0.448,0.189,0.209,141.508,-16.051,1,1,0.992,0.901,0.127,0.0395,0,221907,18,1963,1963,Meditations For Moses,Jazz
['Charles Mingus'],[9680],0.512,0.116,0.428,138.779,-20.226,1,7,0.867,0.000901,0.654,0.0395,0,324307,11,1956,1/1/1956,Haitian Fight Song - Live,Jazz
['Charles Mingus'],[9680],0.37,0.506,0.74,89.513,-14.024,0,5,0.141,0.000156,0.108,0.0581,0,441640,17,1959,1959,Better Git It in Your Soul,Jazz
['Charles Mingus'],[9680],0.394,0.611,0.773,140.9,-10.271,1,8,0.614,0.027,0.108,0.0694,0,414467,18,1960,1960-03,E's Flat Ah's Flat Too - Alternative; Take,Jazz
['Charles Mingus'],[9680],0.507,0.449,0.598,110.491,-11.073,0,5,0.358,2.28e-06,0.108,0.055,0,478636,17,1960,1960-03,Moanin' - Mono Audio,Jazz
['Charles Mingus'],[9680],0.458,0.361,0.771,158.391,-13.706,0,5,0.764,0.0,0.151,0.0613,0,279840,16,1962,1962,Eat That Chicken,Jazz
['Charlie Byrd'],[204968],0.425,0.0821,0.19,79.494,-21.959,1,5,0.901,0.94,0.103,0.0299,0,237200,24,1965,1965,Dindi,Jazz
['Charlie Byrd'],[204968],0.559,0.221,0.351,125.35,-17.421,0,2,0.885,0.93,0.0914,0.0351,0,176227,17,1965,1965,Corcovado,Jazz
['Charlie Byrd'],[204968],0.573,0.21,0.7,176.062,-19.628,1,2,0.811,0.498,0.299,0.0584,0,135651,5,1957,1/1/1957,Spanish Guitar *****,Jazz
['Charlie Byrd'],[204968],0.662,0.227,0.653,150.097,-17.07,1,5,0.877,0.849,0.137,0.0333,0,168173,38,1965,1965,The **** from Ipanema,Jazz
['Charlie Christian'],[805930],0.728,0.249,0.874,146.227,-12.301,1,8,0.986,0.304,0.0905,0.0414,0,168253,17,1928,1928,Rose Room (feat. Benny Goodman & Charlie Christian),Jazz
['Charlie Christian'],[805930],0.692,0.139,0.501,87.804,-13.802,0,7,0.983,0.0959,0.114,0.0382,0,192693,16,1928,1928,Memories Of You (feat. Charlie Christian),Jazz
['Charlie Christian'],[805930],0.809,0.485,0.874,115.533,-9.615,1,5,0.893,0.755,0.0899,0.0375,0,200867,10,1928,1928,Air Mail Special (Good Enough to Keep) (feat. Benny Goodman & Charlie Christian),Jazz
['Charlie Christian'],[805930],0.748,0.526,0.858,109.655,-10.356,1,1,0.923,0.89,0.0966,0.0374,0,182653,8,1935,1935,*********** Rose (feat. Charlie Christian),Jazz
['Charlie Christian'],[805930],0.644,0.0544,0.5,88.472,-22.787,0,0,0.986,0.29,0.117,0.0382,0,190507,11,1938,1938,Memories of You (with Charlie Christian),Jazz
['Charlie Christian'],[805930],0.703,0.72,0.823,115.688,-6.975,1,1,0.727,0.016,0.185,0.0292,0,165800,21,1940,1940,Seven Come Eleven (feat. Benny Goodman & Charlie Christian),Jazz
['Charlie Christian'],[805930],0.761,0.313,0.874,98.202,-11.753,0,5,0.718,0.354,0.0752,0.0497,0,184800,14,1940,1940,Benny's Bugle (feat. Benny Goodman & Charlie Christian),Jazz
['Charlie Christian'],[805930],0.677,0.552,0.893,110.589,-12.205,1,5,0.585,0.00411,0.149,0.0285,0,175227,9,1940,1940,Good Enough to Keep (Air Mail Special) - Alternate Take,Jazz
['Charlie Christian'],[805930],0.699,0.362,0.757,165.805,-8.304,0,5,0.968,0.181,0.119,0.0618,0,194773,8,1940,1940,Flying Home - First Alternate Take,Jazz
['Charlie Christian'],[805930],0.777,0.362,0.771,105.953,-11.007,1,10,0.906,0.0555,0.0918,0.0394,0,183107,7,1940,1940,Breakfast Feud (feat. Benny Goodman & Charlie Christian),Jazz
['Charlie Christian'],[805930],0.78,0.47,0.817,104.884,-9.387,0,9,0.898,0.751,0.066,0.0356,0,194373,8,1940,1940,Gone with What Wind - Alternate Take,Jazz
['Charlie Christian'],[805930],0.687,0.383,0.736,105.703,-12.929,0,2,0.695,0.000111,0.131,0.0588,0,182573,8,1940,1940,Wholly Cats,Jazz
['Charlie Christian'],[805930],0.606,0.438,0.933,100.05,-10.127,1,5,0.701,0.364,0.103,0.0316,0,172907,8,1940,1940,Boy Meets Goy (Grand Slam) (feat. Benny Goodman & Charlie Christian),Jazz
['Charlie Christian'],[805930],0.609,0.0304,0.477,98.888,-17.401,1,3,0.979,0.133,0.162,0.0374,0,204253,7,1939,1939,On the Alamo (feat. Benny Goodman & Charlie Christian),Jazz
['Charlie Christian'],[805930],0.729,0.213,0.864,143.782,-13.841,1,8,0.986,0.351,0.0904,0.0411,0,167680,0,1937,1937,Rose Room (feat. Benny Goodman & Charlie Christian),Jazz
['Charlie Hunter'],[806601],0.593,0.487,0.7,77.295,-13.167,0,5,0.133,0.812,0.138,0.0384,0,364920,47,2008,9/9/2008,Fine Corinthian Leather,Jazz
['Charlie Parker'],[211758],0.447,0.445,0.363,81.49,-19.18,1,5,0.609,4.71e-05,0.518,0.304,0,46693,3,1953,9/23/1953,Old Folks - Take * / False Start,Jazz
['Charlie Parker'],[211758],0.759,0.377,0.798,105.966,-9.833,1,3,0.894,0.222,0.124,0.0476,0,198333,6,1955,1/1/1955,Red Cross - Short Take *,Jazz
['Charlie Parker'],[211758],0.813,0.42,0.567,102.378,-12.072,0,5,0.969,0.768,0.378,0.0707,0,364533,8,1955,1/1/1955,Tiny's Tempo - Short Take * / Short Take *,Jazz
['Charlie Parker'],[211758],0.518,0.323,0.835,161.829,-8.128,1,5,0.929,0.0293,0.0787,0.0524,0,160200,5,1955,6/1/1955,Barbados - New Take *,Jazz
['Charlie Parker'],[211758],0.486,0.437,0.928,95.401,-8.335,1,0,0.966,0.0428,0.128,0.0389,0,154973,7,1955,6/1/1955,Perhaps - Original Take 6,Jazz
['Charlie Parker'],[211758],0.381,0.441,0.652,176.356,-10.966,0,5,0.798,0.00709,0.24,0.0715,0,184867,6,1955,6/1/1955,Bird Gets The Worm - New Take *,Jazz
['Charlie Parker'],[211758],0.62,0.362,0.804,89.129,-8.935,1,5,0.936,0.00754,0.169,0.0613,0,175467,6,1955,6/1/1955,Ah-Leu-Cha - Original Take *,Jazz
['Charlie Parker'],[211758],0.614,0.281,0.963,81.347,-9.477,1,5,0.897,0.79,0.241,0.056,0,43920,5,1955,1/1/1955,Barbados - Short Take *,Jazz
['Charlie Parker'],[211758],0.417,0.397,0.737,201.162,-11.683,1,5,0.982,0.804,0.185,0.0558,0,161427,44,1999,1/1/1999,******** From The Apple,Jazz
['Charlie Parker'],[211758],0.557,0.401,0.693,77.74,-8.258,0,2,0.931,0.296,0.0811,0.0371,0,193133,7,1956,1/1/1956,Billie's Bounce - Original Take 5,Jazz
['Charlie Parker'],[211758],0.272,0.322,0.238,84.395,-12.189,1,7,0.85,0.87,0.354,0.0307,0,211040,33,1988,11/1/1988,Laura,Jazz
['Charlie Parker'],[211758],0.685,0.511,0.82,111.284,-9.179,0,10,0.807,0.00372,0.336,0.0606,0,158546,5,1955,1/1/1955,Donna Lee - New Take 3,Jazz
['Charlie Parker'],[211758],0.443,0.405,0.813,178.089,-10.183,1,5,0.787,1.73e-06,0.134,0.174,0,251627,6,1955,1/1/1955,Marmaduke - Short Take 3 / New Take 4,Jazz
['Charlie Parker'],[211758],0.554,0.303,0.79,108.716,-14.207,0,7,0.912,0.0801,0.149,0.042,0,181667,9,1961,1/1/1961,********,Jazz
['Charlie Parker'],[211758],0.543,0.351,0.491,122.86,-13.196,0,5,0.947,0.538,0.149,0.0312,0,334147,8,1957,1/1/1957,Love For Sale - Take 5 / Master Take,Jazz
['Charlie Parker'],[211758],0.512,0.205,0.455,124.117,-14.696,1,0,0.922,0.309,0.109,0.0346,0,306480,12,1957,1/1/1957,I Love Paris - Take 3 / Master Take,Jazz
['Charlie Parker'],[211758],0.513,0.507,0.771,96.195,-9.814,1,3,0.845,0.408,0.203,0.105,0,314627,10,1962,1/1/1962,Anthropology - Live,Jazz
['Charlie Parker'],[211758],0.425,0.413,0.444,77.334,-12.632,0,7,0.994,0.723,0.204,0.0708,0,104600,6,1958,1/1/1958,I Cover The Waterfront - live at St Nicholas Arena,Jazz
['Charlie Parker'],[211758],0.671,0.612,0.823,113.023,-8.885,0,10,0.727,0.00502,0.33,0.053,0,154333,42,2002,9/10/2002,Donna Lee,Jazz
['Charlie Parker'],[211758],0.596,0.289,0.947,75.422,-11.44,0,0,0.931,0.0757,0.285,0.0963,0,40600,4,1956,1/1/1956,Koko - Short Take *,Jazz
['Charlie Parker'],[211758],0.528,0.394,0.74,161.776,-8.908,0,0,0.901,0.221,0.2,0.0456,0,188227,5,1956,1/1/1956,Billie's Bounce - New Take 3,Jazz
['Charlie Parker'],[211758],0.679,0.394,0.878,110.722,-10.332,0,0,0.939,0.152,0.136,0.067,0,180333,4,1956,1/1/1956,Thriving On A Riff - New Take *,Jazz
['Charlie Parker'],[211758],0.537,0.351,0.664,103.338,-11.251,1,3,0.68,0.0,0.119,0.0638,0,213120,12,1957,1/1/1957,I've Got You Under My Skin,Jazz
['Charlie Parker'],[211758],0.533,0.773,0.787,119.523,-5.562,1,5,0.741,0.02,0.318,0.0496,0,172495,8,1957,8/8/1957,***** And Day,Jazz
